idx,transformer_model,n_neighbors,n_components,min_dist,min_cluster_size,cluster_selection_method,ngram_range,coherence,topic_diversity,silhouette_score,n_topics,n_outlier_pubs
222,BAAI/bge-large-en-v1.5,5,9,0,20,eom,"(1, 4)",0.780372827,1,0.10322425,3,9
223,BAAI/bge-large-en-v1.5,17,13,0.05,13,eom,"(1, 3)",0.780245964,1,0.10940217,3,10
224,BAAI/bge-large-en-v1.5,15,20,0.05,9,eom,"(1, 3)",0.780245964,1,0.10940217,3,10
225,BAAI/bge-large-en-v1.5,15,13,0,17,eom,"(1, 4)",0.780066458,0.966666667,0.10966619,3,10
226,BAAI/bge-large-en-v1.5,20,15,0,7,eom,"(1, 4)",0.780032472,0.7,0.049922295,11,56
227,BAAI/bge-large-en-v1.5,17,5,0.05,10,eom,"(1, 4)",0.779980067,1,0.111428,3,17
228,BAAI/bge-large-en-v1.5,17,17,0,13,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
229,BAAI/bge-large-en-v1.5,13,17,0.05,7,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
230,BAAI/bge-large-en-v1.5,13,17,0.05,6,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
231,BAAI/bge-large-en-v1.5,13,20,0.05,7,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
232,BAAI/bge-large-en-v1.5,13,20,0,6,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
233,BAAI/bge-large-en-v1.5,13,17,0,6,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
234,BAAI/bge-large-en-v1.5,15,17,0.05,20,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
235,BAAI/bge-large-en-v1.5,13,7,0.05,10,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
236,BAAI/bge-large-en-v1.5,13,20,0.05,8,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
237,BAAI/bge-large-en-v1.5,13,17,0.05,8,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
238,BAAI/bge-large-en-v1.5,15,17,0.05,7,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
239,BAAI/bge-large-en-v1.5,13,20,0,7,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
240,BAAI/bge-large-en-v1.5,13,20,0,15,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
241,BAAI/bge-large-en-v1.5,15,7,0,8,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
242,BAAI/bge-large-en-v1.5,13,20,0,8,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
243,BAAI/bge-large-en-v1.5,15,20,0,9,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
244,BAAI/bge-large-en-v1.5,15,7,0.05,9,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
245,BAAI/bge-large-en-v1.5,13,7,0.05,15,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
246,BAAI/bge-large-en-v1.5,13,20,0,13,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
247,BAAI/bge-large-en-v1.5,15,20,0,10,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
248,BAAI/bge-large-en-v1.5,15,7,0.05,10,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
249,BAAI/bge-large-en-v1.5,13,20,0,10,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
250,BAAI/bge-large-en-v1.5,15,20,0,17,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
251,BAAI/bge-large-en-v1.5,15,20,0,13,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
252,BAAI/bge-large-en-v1.5,13,17,0,7,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
253,BAAI/bge-large-en-v1.5,13,7,0.05,13,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
254,BAAI/bge-large-en-v1.5,13,20,0.05,6,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
255,BAAI/bge-large-en-v1.5,13,17,0,8,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
256,BAAI/bge-large-en-v1.5,13,15,0,8,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
257,BAAI/bge-large-en-v1.5,15,20,0,15,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
258,BAAI/bge-large-en-v1.5,13,17,0.05,10,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
259,BAAI/bge-large-en-v1.5,13,17,0.1,6,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
260,BAAI/bge-large-en-v1.5,15,5,0,15,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
261,BAAI/bge-large-en-v1.5,15,5,0,13,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
262,BAAI/bge-large-en-v1.5,13,17,0.1,7,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
263,BAAI/bge-large-en-v1.5,13,15,0,7,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
264,BAAI/bge-large-en-v1.5,13,13,0,20,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
265,BAAI/bge-large-en-v1.5,13,13,0,17,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
266,BAAI/bge-large-en-v1.5,13,15,0,6,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
267,BAAI/bge-large-en-v1.5,13,13,0,15,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
268,BAAI/bge-large-en-v1.5,13,17,0.1,8,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
269,BAAI/bge-large-en-v1.5,13,7,0,7,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
270,BAAI/bge-large-en-v1.5,13,7,0,8,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
271,BAAI/bge-large-en-v1.5,15,5,0,20,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
272,BAAI/bge-large-en-v1.5,13,17,0.05,9,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
273,BAAI/bge-large-en-v1.5,13,20,0,20,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
274,BAAI/bge-large-en-v1.5,15,17,0,6,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
275,BAAI/bge-large-en-v1.5,15,17,0,7,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
276,BAAI/bge-large-en-v1.5,13,20,0,17,eom,"(1, 4)",0.779908712,0.966666667,0.10872397,3,9
277,BAAI/bge-large-en-v1.5,15,17,0,8,eom,"(1, 4)",0.779908712,0.966666667,0.042635888,3,215
278,BAAI/bge-large-en-v1.5,15,5,0.05,10,eom,"(1, 4)",0.779830524,1,0.11011314,3,11
279,BAAI/bge-large-en-v1.5,5,9,0.1,6,eom,"(1, 3)",0.779517022,0.828571429,0.028698184,7,12
280,BAAI/bge-large-en-v1.5,17,13,0.1,7,eom,"(1, 4)",0.779066605,0.727272727,0.07127433,11,103
281,BAAI/bge-large-en-v1.5,15,15,0.05,8,eom,"(1, 4)",0.779029751,0.771428571,0.041468617,7,18
282,BAAI/bge-large-en-v1.5,9,5,0,9,eom,"(1, 4)",0.778709231,0.966666667,0.10944104,3,9
283,BAAI/bge-large-en-v1.5,9,5,0,10,eom,"(1, 4)",0.778709231,0.966666667,0.10944104,3,9
284,BAAI/bge-large-en-v1.5,9,5,0.1,8,eom,"(1, 4)",0.778642228,0.77,0.04867807,10,81
285,BAAI/bge-large-en-v1.5,9,20,0.05,8,eom,"(1, 4)",0.778505474,0.8,0.039869443,7,15
286,BAAI/bge-large-en-v1.5,17,20,0.05,7,eom,"(1, 4)",0.778157365,0.73,0.049482092,10,67
287,BAAI/bge-large-en-v1.5,7,15,0.05,8,eom,"(1, 4)",0.778003525,0.763636364,0.03283871,11,51
288,BAAI/bge-large-en-v1.5,13,9,0.05,6,eom,"(1, 4)",0.777609892,1,0.08178914,3,224
289,BAAI/bge-large-en-v1.5,13,9,0.05,8,eom,"(1, 4)",0.777609892,1,0.08178914,3,224
290,BAAI/bge-large-en-v1.5,13,9,0.05,7,eom,"(1, 4)",0.777609892,1,0.08178914,3,224
291,BAAI/bge-large-en-v1.5,13,5,0,9,eom,"(1, 4)",0.77723986,0.966666667,0.110071935,3,13
292,BAAI/bge-large-en-v1.5,20,13,0,10,eom,"(1, 4)",0.776919188,1,0.112209074,3,11
293,BAAI/bge-large-en-v1.5,20,20,0.1,8,eom,"(1, 4)",0.776913648,0.75,0.07131886,10,121
294,BAAI/bge-large-en-v1.5,17,20,0.05,7,eom,"(1, 3)",0.776832963,0.74,0.049482092,10,67
295,BAAI/bge-large-en-v1.5,9,5,0,13,eom,"(1, 4)",0.776818377,0.966666667,0.10963798,3,10
296,BAAI/bge-large-en-v1.5,17,20,0.1,15,eom,"(1, 4)",0.776704576,0.966666667,0.1154769,3,21
297,BAAI/bge-large-en-v1.5,17,9,0.1,6,eom,"(1, 3)",0.77666893,0.75,0.046834618,10,60
298,BAAI/bge-large-en-v1.5,9,7,0.1,8,eom,"(1, 3)",0.776272062,0.95,-0.016677884,4,4
299,BAAI/bge-large-en-v1.5,13,15,0.1,6,eom,"(1, 3)",0.776272062,0.95,-0.016677884,4,4
300,BAAI/bge-large-en-v1.5,13,15,0.1,7,eom,"(1, 3)",0.776272062,0.95,-0.016677884,4,4
301,BAAI/bge-large-en-v1.5,9,7,0.1,7,eom,"(1, 3)",0.776225415,0.975,-0.016584335,4,3
302,BAAI/bge-large-en-v1.5,13,13,0.05,7,eom,"(1, 4)",0.775916793,0.71,0.044270415,10,62
303,BAAI/bge-large-en-v1.5,20,20,0.05,8,eom,"(1, 4)",0.775907826,0.736363636,0.06873204,11,106
304,BAAI/bge-large-en-v1.5,20,20,0.05,7,eom,"(1, 4)",0.775669303,0.691666667,0.0761266,12,105
305,BAAI/bge-large-en-v1.5,15,9,0.05,10,eom,"(1, 4)",0.775512379,0.966666667,0.10873835,3,12
306,BAAI/bge-large-en-v1.5,9,15,0,20,eom,"(1, 4)",0.775345148,0.966666667,0.10963542,3,10
307,BAAI/bge-large-en-v1.5,17,13,0.1,6,eom,"(1, 4)",0.775314968,0.754545455,0.0698677,11,101
308,BAAI/bge-large-en-v1.5,15,20,0.1,6,eom,"(1, 4)",0.775222558,0.745454545,0.06909605,11,100
309,BAAI/bge-large-en-v1.5,17,15,0.1,8,eom,"(1, 4)",0.775009971,0.727272727,0.07261201,11,117
310,BAAI/bge-large-en-v1.5,5,9,0.1,15,eom,"(1, 4)",0.774722156,1,0.10262501,3,9
311,BAAI/bge-large-en-v1.5,17,20,0.05,8,eom,"(1, 4)",0.774708243,0.75,0.05156039,10,75
312,BAAI/bge-large-en-v1.5,5,9,0.1,17,eom,"(1, 4)",0.774689538,1,0.09906781,3,9
313,BAAI/bge-large-en-v1.5,5,9,0.1,20,eom,"(1, 4)",0.774689538,1,0.09906781,3,9
314,BAAI/bge-large-en-v1.5,17,15,0.1,7,eom,"(1, 4)",0.774680452,0.718181818,0.071478605,11,108
315,BAAI/bge-large-en-v1.5,17,20,0,5,eom,"(1, 4)",0.774441972,0.709090909,0.041560642,11,48
316,BAAI/bge-large-en-v1.5,17,17,0,17,eom,"(1, 3)",0.774191041,1,0.10992196,3,14
317,BAAI/bge-large-en-v1.5,17,9,0.05,17,eom,"(1, 3)",0.774191041,1,0.110102035,3,15
318,BAAI/bge-large-en-v1.5,20,17,0.05,8,eom,"(1, 4)",0.774098103,0.75,0.05081973,10,95
319,BAAI/bge-large-en-v1.5,15,7,0.05,20,eom,"(1, 4)",0.773770258,1,0.11165691,3,20
320,BAAI/bge-large-en-v1.5,15,20,0,20,eom,"(1, 4)",0.773641181,0.966666667,0.10958595,3,11
321,BAAI/bge-large-en-v1.5,5,9,0.1,10,eom,"(1, 4)",0.773211941,0.9,0.06308596,5,84
322,BAAI/bge-large-en-v1.5,20,15,0.05,6,eom,"(1, 3)",0.773127876,0.7,0.0661283,11,85
323,BAAI/bge-large-en-v1.5,13,9,0,13,eom,"(1, 2)",0.77306694,1,0.108331226,3,8
324,BAAI/bge-large-en-v1.5,7,7,0.1,8,eom,"(1, 2)",0.773052637,0.9,0.030603692,6,10
325,BAAI/bge-large-en-v1.5,17,13,0.1,6,eom,"(1, 3)",0.772963625,0.754545455,0.0698677,11,101
326,BAAI/bge-large-en-v1.5,15,5,0.05,8,eom,"(1, 2)",0.77294411,0.94,0.035716295,5,12
327,BAAI/bge-large-en-v1.5,17,5,0.05,9,eom,"(1, 4)",0.772806864,1,0.11044768,3,11
328,BAAI/bge-large-en-v1.5,13,20,0.1,8,eom,"(1, 4)",0.772800915,0.707692308,0.07376908,13,117
329,BAAI/bge-large-en-v1.5,7,20,0.1,8,eom,"(1, 4)",0.772745123,0.745454545,0.044670667,11,81
330,BAAI/bge-large-en-v1.5,9,5,0,8,eom,"(1, 4)",0.772584031,0.975,0.03248727,4,218
331,BAAI/bge-large-en-v1.5,9,5,0,7,eom,"(1, 4)",0.772584031,0.975,0.03248727,4,218
332,BAAI/bge-large-en-v1.5,9,15,0,8,eom,"(1, 4)",0.772584031,0.975,0.03248727,4,218
333,BAAI/bge-large-en-v1.5,9,15,0,7,eom,"(1, 4)",0.772584031,0.975,0.03248727,4,218
334,BAAI/bge-large-en-v1.5,9,15,0,6,eom,"(1, 4)",0.772584031,0.975,0.03248727,4,218
335,BAAI/bge-large-en-v1.5,15,20,0.05,8,eom,"(1, 4)",0.7725452,0.727272727,0.06559574,11,88
336,BAAI/bge-large-en-v1.5,17,7,0.1,8,eom,"(1, 2)",0.772519773,0.96,0.036175225,5,14
337,BAAI/bge-large-en-v1.5,15,5,0.1,8,eom,"(1, 2)",0.772512747,0.96,0.03749335,5,17
338,BAAI/bge-large-en-v1.5,17,7,0,8,eom,"(1, 2)",0.772481206,0.94,0.036242876,5,13
339,BAAI/bge-large-en-v1.5,7,9,0.1,8,eom,"(1, 4)",0.772354901,0.745454545,0.036580324,11,64
340,BAAI/bge-large-en-v1.5,5,13,0.1,7,eom,"(1, 3)",0.772318533,0.842857143,0.028100647,7,6
341,BAAI/bge-large-en-v1.5,17,7,0,7,eom,"(1, 2)",0.772281848,0.98,0.034993086,5,9
342,BAAI/bge-large-en-v1.5,17,7,0.05,8,eom,"(1, 2)",0.772259827,0.96,0.035873305,5,11
343,BAAI/bge-large-en-v1.5,5,13,0.1,6,eom,"(1, 3)",0.772220932,0.842857143,0.027426524,7,5
344,BAAI/bge-large-en-v1.5,20,9,0,7,eom,"(1, 4)",0.772197049,0.709090909,0.056893256,11,84
345,BAAI/bge-large-en-v1.5,13,20,0.1,7,eom,"(1, 4)",0.77202807,0.7,0.054777615,11,81
346,BAAI/bge-large-en-v1.5,20,5,0,17,eom,"(1, 3)",0.772024679,1,0.1096594,3,6
347,BAAI/bge-large-en-v1.5,20,5,0,15,eom,"(1, 3)",0.772024679,1,0.1096594,3,6
348,BAAI/bge-large-en-v1.5,13,5,0,7,eom,"(1, 4)",0.771709618,0.85,0.038710643,6,3
349,BAAI/bge-large-en-v1.5,9,13,0.1,8,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
350,BAAI/bge-large-en-v1.5,9,20,0.1,8,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
351,BAAI/bge-large-en-v1.5,9,15,0.1,6,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
352,BAAI/bge-large-en-v1.5,9,20,0.1,7,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
353,BAAI/bge-large-en-v1.5,9,15,0.1,5,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
354,BAAI/bge-large-en-v1.5,9,20,0.1,5,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
355,BAAI/bge-large-en-v1.5,9,20,0.1,6,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
356,BAAI/bge-large-en-v1.5,9,13,0.1,7,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
357,BAAI/bge-large-en-v1.5,9,15,0.1,7,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
358,BAAI/bge-large-en-v1.5,9,15,0.1,8,eom,"(1, 4)",0.7716835,0.9,-0.016813265,4,3
359,BAAI/bge-large-en-v1.5,20,15,0.05,8,eom,"(1, 4)",0.771561828,0.7,0.054791465,11,73
360,BAAI/bge-large-en-v1.5,20,7,0.05,7,eom,"(1, 4)",0.77150186,0.745454545,0.06820126,11,103
361,BAAI/bge-large-en-v1.5,17,17,0.1,8,eom,"(1, 4)",0.771292675,0.733333333,0.047902647,9,92
362,BAAI/bge-large-en-v1.5,13,13,0.1,7,eom,"(1, 4)",0.771126634,0.74,0.0453435,10,62
363,BAAI/bge-large-en-v1.5,15,17,0.05,15,eom,"(1, 2)",0.770252518,1,0.10719977,3,3
364,BAAI/bge-large-en-v1.5,15,5,0.1,6,eom,"(1, 2)",0.769652708,0.94,0.03512804,5,10
365,BAAI/bge-large-en-v1.5,15,9,0.1,5,eom,"(1, 4)",0.769621033,0.718181818,0.04015615,11,54
366,BAAI/bge-large-en-v1.5,5,13,0.1,7,eom,"(1, 4)",0.769572862,0.814285714,0.028100647,7,6
367,BAAI/bge-large-en-v1.5,5,13,0.1,6,eom,"(1, 4)",0.769484991,0.828571429,0.027426524,7,5
368,BAAI/bge-large-en-v1.5,15,5,0.1,7,eom,"(1, 2)",0.769291392,0.96,0.036293607,5,14
369,BAAI/bge-large-en-v1.5,15,20,0.1,7,eom,"(1, 4)",0.768911551,0.727272727,0.069030404,11,101
370,BAAI/bge-large-en-v1.5,15,7,0.05,6,eom,"(1, 2)",0.768873321,0.82,0.032903407,5,1
371,BAAI/bge-large-en-v1.5,13,7,0.1,6,eom,"(1, 4)",0.768652259,0.9,0.03378294,5,5
372,BAAI/bge-large-en-v1.5,13,7,0.1,7,eom,"(1, 4)",0.768652259,0.9,0.03378294,5,5
373,BAAI/bge-large-en-v1.5,13,7,0.1,8,eom,"(1, 4)",0.768622818,0.88,0.034017522,5,6
374,BAAI/bge-large-en-v1.5,15,9,0.05,9,eom,"(1, 2)",0.768409118,1,0.107701555,3,7
375,BAAI/bge-large-en-v1.5,13,5,0.05,8,eom,"(1, 4)",0.768142689,0.76,0.044335693,10,63
376,BAAI/bge-large-en-v1.5,9,17,0,5,eom,"(1, 4)",0.768056499,0.975,0.032557677,4,215
377,BAAI/bge-large-en-v1.5,15,9,0,7,eom,"(1, 4)",0.768056499,0.975,0.032557677,4,215
378,BAAI/bge-large-en-v1.5,13,7,0.05,6,eom,"(1, 4)",0.768056499,0.975,0.032557677,4,215
379,BAAI/bge-large-en-v1.5,9,17,0,8,eom,"(1, 4)",0.768056499,0.975,0.032557677,4,215
380,BAAI/bge-large-en-v1.5,9,17,0,7,eom,"(1, 4)",0.768056499,0.975,0.032557677,4,215
381,BAAI/bge-large-en-v1.5,9,17,0,6,eom,"(1, 4)",0.768056499,0.975,0.032557677,4,215
382,BAAI/bge-large-en-v1.5,13,7,0.05,7,eom,"(1, 4)",0.768056499,0.975,0.032557677,4,215
383,BAAI/bge-large-en-v1.5,13,7,0.05,5,eom,"(1, 4)",0.768056499,0.975,0.032557677,4,215
384,BAAI/bge-large-en-v1.5,5,20,0,7,eom,"(1, 4)",0.767852023,0.842857143,0.026976353,7,2
385,BAAI/bge-large-en-v1.5,13,13,0.1,5,eom,"(1, 4)",0.767303862,0.718181818,0.037350606,11,56
386,BAAI/bge-large-en-v1.5,20,13,0,13,eom,"(1, 4)",0.767167364,1,0.111802965,3,9
387,BAAI/bge-large-en-v1.5,20,17,0.1,5,eom,"(1, 2)",0.766943524,0.96,0.033141237,5,6
388,BAAI/bge-large-en-v1.5,13,5,0.05,8,eom,"(1, 3)",0.766821143,0.76,0.044335693,10,63
389,BAAI/bge-large-en-v1.5,13,13,0,10,eom,"(1, 4)",0.766793689,1,0.060179435,4,19
390,BAAI/bge-large-en-v1.5,13,5,0.1,9,eom,"(1, 4)",0.76648137,1,0.11130618,3,14
391,BAAI/bge-large-en-v1.5,20,5,0,13,eom,"(1, 2)",0.766263383,0.966666667,0.109955505,3,6
392,BAAI/bge-large-en-v1.5,20,5,0,9,eom,"(1, 2)",0.766263383,0.966666667,0.109955505,3,6
393,BAAI/bge-large-en-v1.5,5,15,0.05,7,eom,"(1, 2)",0.766253833,0.866666667,0.030848753,6,4
394,BAAI/bge-large-en-v1.5,5,15,0,8,eom,"(1, 2)",0.766253833,0.866666667,0.030848753,6,4
395,BAAI/bge-large-en-v1.5,5,15,0.05,8,eom,"(1, 2)",0.766253833,0.866666667,0.030848753,6,4
396,BAAI/bge-large-en-v1.5,20,17,0.05,13,eom,"(1, 4)",0.76612122,0.966666667,0.11077185,3,10
397,BAAI/bge-large-en-v1.5,20,20,0.1,7,eom,"(1, 4)",0.766041791,0.707692308,0.07382867,13,113
398,BAAI/bge-large-en-v1.5,7,9,0.05,10,eom,"(1, 4)",0.765967779,0.9,0.06598382,5,79
399,BAAI/bge-large-en-v1.5,9,20,0.05,7,eom,"(1, 3)",0.765799796,0.814285714,0.03991447,7,14
400,BAAI/bge-large-en-v1.5,13,7,0.1,9,eom,"(1, 3)",0.765733901,1,0.10942396,3,10
401,BAAI/bge-large-en-v1.5,15,7,0.05,8,eom,"(1, 3)",0.765527671,0.84,0.033842042,5,4
402,BAAI/bge-large-en-v1.5,17,5,0.1,8,eom,"(1, 4)",0.765475459,0.727272727,0.069746986,11,99
403,BAAI/bge-large-en-v1.5,15,9,0,20,eom,"(1, 2)",0.765423375,1,0.10747996,3,5
404,BAAI/bge-large-en-v1.5,13,5,0,10,eom,"(1, 3)",0.765148843,1,0.11135349,3,21
405,BAAI/bge-large-en-v1.5,13,5,0,17,eom,"(1, 3)",0.765148843,1,0.11135349,3,21
406,BAAI/bge-large-en-v1.5,15,20,0.1,8,eom,"(1, 4)",0.765090423,0.736363636,0.07172965,11,107
407,BAAI/bge-large-en-v1.5,13,15,0.05,8,eom,"(1, 4)",0.764989567,0.744444444,0.045092154,9,79
408,BAAI/bge-large-en-v1.5,15,9,0.05,8,eom,"(1, 3)",0.764758083,0.755555556,0.04564898,9,75
409,BAAI/bge-large-en-v1.5,9,5,0,9,eom,"(1, 3)",0.764676202,1,0.10944104,3,9
410,BAAI/bge-large-en-v1.5,9,5,0,10,eom,"(1, 3)",0.764676202,1,0.10944104,3,9
411,BAAI/bge-large-en-v1.5,15,5,0,10,eom,"(1, 4)",0.764623044,1,0.060191028,4,20
412,BAAI/bge-large-en-v1.5,15,17,0.05,17,eom,"(1, 2)",0.764547509,1,0.10851056,3,8
413,BAAI/bge-large-en-v1.5,7,7,0.05,8,eom,"(1, 4)",0.764454094,0.71,0.037421092,10,53
414,BAAI/bge-large-en-v1.5,20,15,0.1,8,eom,"(1, 4)",0.76435405,0.736363636,0.07379038,11,110
415,BAAI/bge-large-en-v1.5,17,20,0,8,eom,"(1, 4)",0.764340417,0.76,0.049085975,10,67
416,BAAI/bge-large-en-v1.5,17,5,0,20,eom,"(1, 2)",0.764339952,1,0.1083043,3,7
417,BAAI/bge-large-en-v1.5,17,7,0.1,9,eom,"(1, 3)",0.764324003,1,0.108877145,3,5
418,BAAI/bge-large-en-v1.5,15,15,0.1,8,eom,"(1, 2)",0.764108842,0.833333333,0.039647415,6,30
419,BAAI/bge-large-en-v1.5,7,15,0,8,eom,"(1, 4)",0.76408317,0.754545455,0.031981707,11,45
420,BAAI/bge-large-en-v1.5,15,7,0.05,17,eom,"(1, 4)",0.764018136,0.966666667,0.11173151,3,18
421,BAAI/bge-large-en-v1.5,9,5,0.05,8,eom,"(1, 4)",0.763862981,0.745454545,0.03561743,11,76
422,BAAI/bge-large-en-v1.5,13,13,0,6,eom,"(1, 4)",0.763649112,0.73,0.040484294,10,40
423,BAAI/bge-large-en-v1.5,13,13,0.05,8,eom,"(1, 2)",0.763342742,0.833333333,0.03489334,6,16
424,BAAI/bge-large-en-v1.5,20,20,0,7,eom,"(1, 4)",0.763319907,0.716666667,0.06698576,12,96
425,BAAI/bge-large-en-v1.5,17,15,0.05,6,eom,"(1, 4)",0.763204724,0.708333333,0.05934987,12,82
426,BAAI/bge-large-en-v1.5,17,7,0,13,eom,"(1, 3)",0.763103506,1,0.110759415,3,12
427,BAAI/bge-large-en-v1.5,15,9,0.1,7,eom,"(1, 3)",0.763042673,0.75,0.046113115,10,61
428,BAAI/bge-large-en-v1.5,13,9,0.1,7,eom,"(1, 4)",0.762798322,0.71,0.04214696,10,50
429,BAAI/bge-large-en-v1.5,17,20,0.1,7,eom,"(1, 4)",0.762663869,0.727272727,0.06853963,11,97
430,BAAI/bge-large-en-v1.5,17,7,0.05,7,eom,"(1, 4)",0.762528291,0.72,0.047173433,10,65
431,BAAI/bge-large-en-v1.5,17,20,0,7,eom,"(1, 4)",0.762074789,0.74,0.048354328,10,58
432,BAAI/bge-large-en-v1.5,15,20,0.05,10,eom,"(1, 3)",0.762020406,1,0.11092578,3,14
433,BAAI/bge-large-en-v1.5,13,5,0.05,6,eom,"(1, 2)",0.761897864,0.96,0.03345384,5,3
434,BAAI/bge-large-en-v1.5,20,5,0.05,7,eom,"(1, 4)",0.761675705,1,0.045055874,4,8
435,BAAI/bge-large-en-v1.5,20,15,0,8,eom,"(1, 4)",0.761661734,0.690909091,0.05371279,11,71
436,BAAI/bge-large-en-v1.5,15,7,0.1,8,eom,"(1, 3)",0.761622963,0.77,0.05196054,10,89
437,BAAI/bge-large-en-v1.5,13,13,0.1,6,eom,"(1, 4)",0.761557087,0.73,0.04726633,10,60
438,BAAI/bge-large-en-v1.5,9,9,0.05,8,eom,"(1, 4)",0.761416435,0.744444444,0.04553717,9,65
439,BAAI/bge-large-en-v1.5,15,9,0.05,7,eom,"(1, 3)",0.761370816,0.74,0.045801222,10,59
440,BAAI/bge-large-en-v1.5,17,20,0,6,eom,"(1, 4)",0.761357124,0.74,0.047651928,10,58
441,BAAI/bge-large-en-v1.5,13,15,0.1,8,eom,"(1, 3)",0.761064633,0.75,0.0650617,10,104
442,BAAI/bge-large-en-v1.5,15,9,0,6,eom,"(1, 4)",0.760935776,0.73,0.04243968,10,40
443,BAAI/bge-large-en-v1.5,20,20,0.1,6,eom,"(1, 4)",0.760811819,0.715384615,0.06806493,13,104
444,BAAI/bge-large-en-v1.5,13,15,0,9,eom,"(1, 3)",0.76074807,0.966666667,0.107805885,3,7
445,BAAI/bge-large-en-v1.5,13,9,0.05,13,eom,"(1, 3)",0.760707224,1,0.108935155,3,17
446,BAAI/bge-large-en-v1.5,7,5,0.05,7,eom,"(1, 4)",0.76045805,0.74,0.042511653,10,66
447,BAAI/bge-large-en-v1.5,17,13,0,15,eom,"(1, 2)",0.760378507,1,0.10787701,3,5
448,BAAI/bge-large-en-v1.5,13,15,0,13,eom,"(1, 3)",0.760328557,0.966666667,0.10733896,3,7
449,BAAI/bge-large-en-v1.5,13,15,0,15,eom,"(1, 3)",0.760328557,0.966666667,0.10733896,3,7
450,BAAI/bge-large-en-v1.5,13,15,0,10,eom,"(1, 3)",0.760328557,0.966666667,0.10733896,3,7
451,BAAI/bge-large-en-v1.5,9,9,0.1,8,eom,"(1, 4)",0.760307678,0.72,0.051435877,10,94
452,BAAI/bge-large-en-v1.5,5,9,0,20,eom,"(1, 3)",0.760183776,1,0.10322425,3,9
453,BAAI/bge-large-en-v1.5,5,9,0,17,eom,"(1, 3)",0.760183776,1,0.10322425,3,9
